Time,Flowrate,Pressure
08:59:05,-10.04367,40.6107
08:59:10,-10.04367,40.6116
08:59:15,-10.04367,40.6111
08:59:25,-10.04367,40.6115
08:59:30,-10.04367,40.6107
08:59:35,-10.04367,40.6111
08:59:40,-10.04367,40.6119
08:59:45,-10.04367,40.6108
08:59:50,-10.04367,40.6111
09:00:00,-10.04367,40.611
09:00:05,-10.04367,40.6113
09:00:10,-10.04367,40.6115
09:00:15,-10.04367,40.6113
09:00:25,-10.04367,40.6112
09:00:30,-10.04367,40.6119
09:00:35,-10.04367,40.6113
09:00:40,-10.04367,40.6116
09:00:45,-10.04367,40.6114
09:00:50,-10.04367,40.6112
09:01:00,-10.04367,40.6116
09:01:05,-10.04367,40.6118
09:01:10,-10.04367,40.6117
09:01:15,-10.04367,40.6109
09:01:20,-10.04367,40.6119
09:01:25,-10.04367,40.6106
09:01:35,-10.04367,40.6112
09:01:45,-10.04367,40.6118
09:01:50,-10.04367,40.6109
09:01:55,-10.04367,40.6111
09:02:00,-10.04367,40.6118
09:02:05,-10.04367,40.6111
09:02:15,-10.04367,40.6106
09:02:20,-10.04367,40.6105
09:02:25,-10.04367,40.6112
09:02:30,-10.04367,40.6108
09:02:35,-10.04367,40.611
09:02:40,-10.04367,40.6118
09:02:45,-10.04367,40.6111
09:02:50,-10.04367,40.6109
09:02:55,-10.04367,40.6119
09:03:00,-10.04367,40.6113
09:03:05,-10.04367,40.6116
09:03:10,-10.04367,40.6109
09:03:15,-10.04367,40.6111
09:03:20,-10.04367,40.6115
09:03:25,-10.04367,40.6112
09:03:30,-10.04367,40.6113
09:03:35,-10.04367,40.6116
09:03:40,-10.04367,40.6109
09:03:50,-10.04367,40.6116
09:03:55,-10.04367,40.6112
09:04:00,-10.04367,40.6116
09:04:05,-10.04367,40.6111
09:04:10,-10.04367,40.6115
09:04:15,-10.0429,40.6111
09:04:20,-10.0429,40.6116
09:04:25,-10.0429,40.611
09:04:30,-10.0429,40.6111
09:04:40,-10.04367,40.6108
09:04:55,-10.04367,40.6119
09:05:05,-10.04367,40.6113
09:05:10,-10.04367,40.6114
09:05:15,-10.04367,40.6108
09:05:20,-10.04367,40.6113
09:05:25,-10.04367,40.6102
09:05:30,-10.04367,40.6113
09:05:35,-10.04367,40.6109
09:05:40,-10.04367,40.6108
09:05:45,-10.04367,40.611
09:05:50,-10.04367,40.6114
09:05:55,-10.04367,40.6108
09:06:00,-10.04367,40.6116
09:06:05,-10.04367,40.6112
09:06:10,-10.04367,40.6108
09:06:15,-10.04367,40.6111
09:06:25,-10.04367,40.6108
09:06:30,-10.04367,40.6116
09:06:35,-10.04367,40.6108
09:06:40,-10.04367,40.611
09:06:45,-10.04367,40.6108
09:06:50,-10.04367,40.6105
09:06:55,-10.04367,40.6109
09:07:00,-10.04367,40.6112
09:07:05,-10.04367,40.611
09:07:10,-10.04367,40.6112
09:07:15,-10.04367,40.6116
09:07:20,-10.04367,40.6108
09:07:30,-10.04367,40.6108
09:07:35,-10.04367,40.611
09:07:50,-10.04367,40.6105
09:07:55,-10.04367,40.6107
09:08:05,-10.04367,40.6106
09:08:10,-10.04367,40.611
09:08:15,-10.04367,40.6106
09:08:20,-10.04367,40.6108
09:08:25,-10.04367,40.6102
09:08:30,-10.04367,40.6105
09:08:40,-10.04367,40.6108
09:08:45,-10.04367,40.6111
09:08:50,-10.04367,40.6108
09:09:00,-10.04367,40.611
09:09:05,-10.04367,40.6108
09:09:10,-10.04367,40.6108
09:09:15,-10.04367,40.6112
09:09:20,-10.04367,40.6106
09:09:25,-10.04367,40.6111
09:09:30,-10.04367,40.6108
09:09:40,-10.04367,40.6105
09:09:45,-10.04367,40.6111
09:09:50,-10.04367,40.611
09:09:55,-10.04367,40.6102
09:10:00,-10.04367,40.6107
09:10:05,-10.04367,40.6111
09:10:10,-10.04367,40.6106
09:10:15,-10.04367,40.6105
09:10:20,-10.04367,40.6113
09:10:25,-10.04367,40.6105
09:10:35,-10.04367,40.6104
09:10:40,-10.04367,40.6102
09:10:50,-10.04367,40.6106
09:11:00,-10.04367,40.6105
09:11:05,-10.04367,40.611
09:11:10,-10.04367,40.6108
09:11:15,-10.04367,40.6111
09:11:20,-10.04367,40.6106
09:11:25,-10.04367,40.611
09:11:30,-10.04367,40.6106
09:11:35,-10.04367,40.6108
09:11:40,-10.04367,40.6111
09:11:50,-10.04367,40.6106
09:12:05,-10.0429,40.6114
09:12:10,-10.0429,40.611
09:12:15,-10.0429,40.6105
09:12:20,-10.0429,40.6111
09:12:25,-10.0429,40.6117
09:12:30,-10.0429,40.611
09:12:40,-10.0429,40.6107
09:12:45,-10.0429,40.6111
09:12:50,-10.04367,40.6109
09:12:55,-10.04367,40.6109
09:13:00,-10.04367,40.6111
09:13:05,-10.04367,40.6109
09:13:10,-10.04367,40.6108
09:13:15,-10.04367,40.6109
09:13:20,-10.04367,40.6108
09:13:25,-10.04367,40.6103
09:13:30,-10.04367,40.611
09:13:35,-10.04367,40.6107
09:13:40,-10.04367,40.6109
09:13:55,-10.04367,40.6107
09:14:00,-10.04367,40.611
09:14:05,-10.04367,40.6112
09:14:10,-10.04367,40.6105
09:14:15,-10.04367,40.6107
09:14:25,-10.04367,40.6117
09:14:30,-10.04367,40.6112
09:14:35,-10.04367,40.611
09:14:40,-10.04367,40.6107
09:14:45,-10.04367,40.6111
09:14:50,-10.04367,40.6103
09:14:55,-10.04367,40.611
09:15:00,-10.04367,40.6106
09:15:05,-10.04367,40.6112
09:15:10,-10.04367,40.6109
09:15:15,-10.04367,40.6108
09:15:20,-10.04367,40.6102
09:15:25,-10.04367,40.6104
09:15:35,-10.04367,40.6109
09:15:40,-10.04367,40.6103
09:15:50,-10.04367,40.6112
09:15:55,-10.04367,40.6108
09:16:00,-10.04367,40.611
09:16:05,-10.04367,40.6102
09:16:10,-10.04367,40.6106
09:16:15,-10.04367,40.6112
09:16:20,-10.04367,40.6109
09:16:25,-10.04367,40.6101
09:16:30,-10.04367,40.6108
09:16:35,-10.04367,40.611
09:16:40,-10.04367,40.6102
09:16:45,-10.04367,40.6109
09:16:50,-10.04367,40.6108
09:17:00,-10.04367,40.6097
09:17:10,-10.04367,40.611
09:17:15,-10.04367,40.6108
09:17:25,-10.04367,40.6105
09:17:30,-10.04367,40.6104
09:17:35,-10.04367,40.61
09:17:40,-10.04367,40.6108
09:17:45,-10.04367,40.6105
09:17:50,-10.04367,40.6106
09:17:55,-10.04367,40.6108
09:18:00,-10.04367,40.611
09:18:05,-10.04367,40.6111
09:18:10,-10.04367,40.6109
09:18:15,-10.04367,40.6111
09:18:20,-10.0429,40.6105
09:18:25,-10.0429,40.6114
09:18:30,-10.0429,40.6105
09:18:35,-10.04367,40.6108
09:18:45,-10.0429,40.6099
09:18:50,-10.0429,40.6102
09:18:55,-10.0429,40.6105
09:19:00,-10.04367,40.6106
09:19:05,-10.04367,40.6101
09:19:10,-10.0429,40.6099
09:19:15,-10.0429,40.6105
09:19:20,-10.04367,40.6108
09:19:25,-10.04367,40.6105
09:19:30,-10.04367,40.6102
09:19:35,-10.04367,40.6104
09:19:40,-10.04367,40.6103
09:19:50,-10.04367,40.6105
09:19:55,-10.04367,40.6098
09:20:05,-10.04367,40.6105
09:20:20,-10.04367,40.61
09:20:25,-10.04367,40.6104
09:20:30,-10.04367,40.6097
09:20:35,-10.04367,40.6107
09:20:40,-10.04367,40.6099
09:20:45,-10.04367,40.6105
09:20:50,-10.04367,40.6103
09:20:55,-10.04367,40.6105
09:21:05,-10.04367,40.6099
09:21:10,-10.04367,40.6102
09:21:15,-10.04367,40.6098
09:21:20,-10.04367,40.6109
09:21:25,-10.04367,40.61
09:21:30,-10.04367,40.6106
09:21:35,-10.04367,40.6108
09:21:40,-10.04367,40.6105
09:21:45,-10.04367,40.6102
09:21:50,-10.04367,40.6098
09:21:55,-10.04367,40.6108
09:22:00,-10.04367,40.6105
09:22:05,-10.04367,40.6104
09:22:10,-10.04367,40.61
09:22:15,-10.04367,40.6108
09:22:20,-10.04367,40.6111
09:22:25,-10.04367,40.6108
09:22:30,-10.04367,40.6109
09:22:35,-10.04367,40.6097
09:22:40,-10.04367,40.6108
09:22:45,-10.04367,40.611
09:22:50,-10.04367,40.6103
09:22:55,-10.04367,40.6104
09:23:00,-10.04367,40.6108
09:23:10,-10.04367,40.6102
09:23:20,-10.04367,40.6106
09:23:30,-10.04367,40.6102
09:23:35,-10.04367,40.6107
09:23:40,-10.04367,40.6098
09:23:45,-10.04367,40.61
09:23:55,-10.04367,40.6103
09:24:05,-10.04367,40.6106
09:24:10,-10.04367,40.61
09:24:15,-10.04367,40.6104
09:24:25,-10.04367,40.6103
09:24:30,-10.04367,40.6106
09:24:35,-10.04367,40.611
09:24:40,-10.04367,40.6104
09:24:50,-10.04367,40.6105
09:24:55,-10.04367,40.6102
09:25:00,-10.04367,40.6107
09:25:05,-10.04367,40.6104
09:25:10,-10.04367,40.61
09:25:15,-10.04367,40.6103
09:25:20,-10.04367,40.61
09:25:25,-10.04367,40.6094
09:25:30,-10.04367,40.6101
09:25:35,-10.04367,40.6106
09:25:45,-10.04367,40.6103
09:25:55,-10.04367,40.6105
09:26:00,-10.04367,40.6101
09:26:05,-10.04367,40.6105
09:26:15,-10.04367,40.6103
09:26:20,-10.04367,40.6105
09:26:25,-10.04367,40.6098
09:26:30,-10.04367,40.6093
09:26:40,-10.04367,40.6103
09:26:45,-10.04367,40.61
09:26:55,-10.04367,40.6098
09:27:00,-10.04367,40.6096
09:27:05,-10.04367,40.6106
09:27:10,-10.04367,40.6097
09:27:15,-10.04367,40.6103
09:27:20,-10.04367,40.611
09:27:25,-10.04367,40.6102
09:27:30,-10.04367,40.61
09:27:35,-10.04367,40.6097
09:27:40,-10.04367,40.6095
09:27:45,-10.04367,40.6098
09:27:50,-10.04367,40.6105
09:27:55,-10.04367,40.61
09:28:00,-10.04367,40.6105
09:28:05,-10.04367,40.61
09:28:10,-10.04367,40.6103
09:28:15,-10.04367,40.61
09:28:30,-10.04367,40.6104
09:28:35,-10.04367,40.6103
09:28:40,-10.04367,40.6097
09:28:45,-10.04367,40.61
09:28:50,-10.0429,40.6102
09:28:55,-10.0429,40.6105
09:29:00,-10.0429,40.6095
09:29:05,-10.0429,40.6093
09:29:10,-10.0429,40.61
09:29:35,-10.0429,40.6099
09:29:40,-10.0429,40.6103
09:29:45,-10.04367,40.6099
09:29:50,-10.04367,40.6098
09:29:55,-10.04367,40.6105
09:30:00,-10.04367,40.6101
09:30:05,-10.04367,40.6099
09:30:15,-10.04367,40.6104
09:30:20,-10.04367,40.6103
09:30:25,-10.04367,40.6105
09:30:30,-10.04367,40.6103
09:30:35,-10.04367,40.6106
09:30:40,-10.04367,40.61
09:30:55,-10.04367,40.6098
09:31:05,-10.04367,40.6095
09:31:10,-10.04367,40.6105
09:31:15,-10.04367,40.6096
09:31:20,-10.04367,40.6105
09:31:25,-10.04367,40.6097
09:31:35,-10.04367,40.6101
09:31:40,-10.04367,40.6098
09:31:45,-10.04367,40.6094
09:31:50,-10.04367,40.6092
09:31:55,-10.04367,40.6102
09:32:00,-10.04367,40.6101
09:32:05,-10.04367,40.6102
09:32:10,-10.04367,40.61
09:32:15,-10.0429,40.6103
09:32:25,-10.0429,40.609
09:32:35,-10.0429,40.6101
09:32:40,-10.0429,40.6105
09:32:45,-10.04367,40.6103
09:32:50,-10.04367,40.6097
09:32:55,-10.04367,40.6096
09:33:00,-10.04367,40.6094
09:33:05,-10.04367,40.6102
09:33:10,-10.04367,40.6093
09:33:15,-10.04367,40.6094
09:33:20,-10.04367,40.6099
09:33:25,-10.04367,40.6098
09:33:30,-10.04367,40.6095
09:33:35,-10.04367,40.61
09:33:45,-10.04367,40.6097
09:33:50,-10.04367,40.6096
09:33:55,-10.04367,40.6099
09:34:00,-10.04367,40.609
09:34:05,-10.04367,40.6097
09:34:10,-10.04367,40.6092
09:34:15,-10.04367,40.61
09:34:25,-10.04367,40.6095
09:34:30,-10.0429,40.6096
09:34:35,-10.0429,40.6094
09:34:40,-10.0429,40.6099
09:34:50,-10.0429,40.6095
09:34:55,-10.0429,40.6096
09:35:00,-10.04367,40.6092
09:35:05,-10.04367,40.6097
09:35:10,-10.04367,40.6096
09:35:15,-10.04367,40.61
09:35:20,-10.04367,40.6098
09:35:30,-10.04367,40.61
09:35:35,-10.04367,40.6094
09:35:40,-10.04367,40.6099
09:35:45,-10.04367,40.6101
09:35:50,-10.04367,40.6094
09:35:55,-10.04367,40.6097
09:36:00,-10.04367,40.6099
09:36:05,-10.04367,40.6092
09:36:10,-10.04367,40.6099
09:36:15,-10.04367,40.6097
09:36:20,-10.04367,40.6095
09:36:25,-10.04367,40.609
09:36:30,-10.04367,40.6094
09:36:35,-10.04367,40.6092
09:36:40,-10.04367,40.6096
09:36:55,-10.04367,40.6093
09:37:05,-10.0429,40.6095
09:37:10,-10.0429,40.61
09:37:20,-10.0429,40.6094
09:37:25,-10.0429,40.6088
09:37:30,-10.0429,40.6085
09:37:35,-10.0429,40.6095
09:37:45,-10.0429,40.6085
09:37:50,-10.0429,40.6097
09:37:55,-10.0429,40.6092
09:38:00,-10.0429,40.6089
09:38:05,-10.04367,40.6094
09:38:10,-10.04367,40.6091
09:38:15,-10.0429,40.6096
09:38:20,11.37082,40.6088
09:38:25,11.3685,40.6094
09:38:35,11.37005,40.6091
09:38:40,11.3716,40.6089
09:38:45,11.37005,40.6092
09:38:50,11.37082,40.6088
09:39:05,11.37005,40.6085
09:39:10,11.37082,40.6087
09:39:15,11.3716,40.6089
09:39:25,11.3716,40.6094
09:39:30,11.3716,40.6088
09:39:35,11.37082,40.6094
09:39:40,11.37082,40.6092
09:39:50,11.37082,40.6089
09:39:55,11.37005,40.6094
09:40:00,11.37082,40.6089
09:40:05,11.36928,40.6092
09:40:10,11.37005,40.609
09:40:15,11.3716,40.6092
09:40:20,11.37005,40.6088
09:40:25,11.37314,40.6091
09:40:30,11.36928,40.6083
09:40:35,11.36928,40.6088
09:40:40,11.3716,40.6091
09:40:45,11.37314,40.6086
09:40:50,11.37082,40.6083
09:40:55,11.37005,40.6094
09:41:00,11.3716,40.6089
09:41:05,11.36928,40.6085
09:41:15,11.3716,40.6095
09:41:20,11.37237,40.6083
09:41:25,11.36928,40.6091
09:41:30,11.36928,40.6087
09:41:40,11.37237,40.6086
09:41:50,11.3716,40.6088
09:41:55,11.37237,40.6085
09:42:00,11.3716,40.6091
09:42:05,11.3716,40.6087
09:42:10,11.37082,40.6084
09:42:15,11.3716,40.6086
09:42:20,11.37082,40.6088
09:42:25,11.37005,40.6091
09:42:30,11.36928,40.6088
09:42:45,11.37005,40.6079
09:42:50,11.37082,40.6085
09:43:05,11.37005,40.6095
09:43:10,11.3716,40.6084
09:43:15,11.37237,40.6092
09:43:20,11.3716,40.6087
09:43:25,11.37005,40.6083
09:43:30,11.3716,40.609
09:43:35,11.37082,40.6085
09:43:40,11.37005,40.6091
09:43:45,11.37005,40.6094
09:43:50,11.37237,40.6088
09:43:55,11.37005,40.6085
09:44:00,11.37392,40.6088
09:44:05,11.37237,40.6086
09:44:15,11.37237,40.6091
09:44:20,11.36928,40.6088
09:44:25,11.37082,40.6082
09:44:30,11.37082,40.6092
09:44:35,11.37082,40.6078
09:44:45,11.36928,40.6086
09:44:55,11.37237,40.6088
09:45:05,11.37237,40.6086
09:45:15,11.36928,40.608
09:45:25,11.36928,40.6091
09:45:30,11.37005,40.6084
09:45:35,11.37005,40.6091
09:45:40,11.36928,40.6078
09:45:45,11.3716,40.6085
09:45:50,11.37005,40.6083
09:45:55,11.37237,40.6088
09:46:00,11.3716,40.6078
09:46:05,11.3716,40.6088
09:46:10,11.3716,40.6086
09:46:15,11.3716,40.6088
09:46:20,11.3716,40.6085
09:46:25,11.3716,40.6093
09:46:30,11.3716,40.6087
09:46:35,11.37237,40.6079
09:46:40,11.37237,40.6085
09:46:45,11.37237,40.6089
09:46:50,11.37237,40.6084
09:46:55,11.37082,40.6079
09:47:00,11.37082,40.6086
09:47:10,11.37082,40.6089
09:47:15,11.3716,40.6081
09:47:20,11.3716,40.6086
09:47:25,11.36928,40.6087
09:47:30,11.37237,40.6075
09:47:35,11.36928,40.6085
09:47:40,11.3716,40.6088
09:47:50,11.3685,40.6085
09:47:55,11.37082,40.6081
09:48:00,11.36928,40.6083
09:48:05,11.37082,40.6088
09:48:10,11.37082,40.6082
09:48:15,11.37082,40.6083
09:48:20,11.36928,40.6089
09:48:25,11.37082,40.6079
09:48:30,11.36928,40.6093
09:48:35,11.36928,40.608
09:48:40,11.3716,40.6085
09:48:45,11.37082,40.6084
09:49:00,11.3716,40.6085
09:49:05,11.3716,40.6084
09:49:10,11.37005,40.6084
09:49:15,11.37082,40.6081
09:49:20,11.36928,40.6086
09:49:25,11.37082,40.6083
09:49:30,11.3716,40.6081
09:49:35,11.3716,40.609
09:49:40,11.37005,40.6085
09:49:45,11.36928,40.6084
09:49:50,11.37005,40.6079
09:49:55,11.3716,40.6085
09:50:00,11.37005,40.6083
09:50:05,11.36928,40.6081
09:50:10,11.3716,40.6084
09:50:15,11.37005,40.6089
09:50:20,11.3716,40.6083
09:50:25,11.36928,40.6086
09:50:30,11.37082,40.6082
09:50:35,11.3716,40.6084
09:50:40,11.37005,40.6077
09:50:45,11.37005,40.6085
09:50:55,11.37237,40.6084
09:51:05,11.37237,40.6086
09:51:10,11.37237,40.6081
09:51:15,11.37237,40.6087
09:51:20,11.36928,40.6086
09:51:25,11.37082,40.6083
09:51:30,11.3716,40.6085
09:51:40,11.37005,40.6081
09:51:45,11.37005,40.6086
09:51:55,11.36928,40.6082
09:52:00,11.37005,40.6083
09:52:05,11.37005,40.6086
09:52:10,11.37005,40.6088
09:52:15,11.36928,40.608
09:52:25,11.37082,40.6083
09:52:30,11.36928,40.6088
09:52:35,11.3716,40.609
09:52:40,11.36928,40.6088
09:52:50,11.37005,40.6076
09:52:55,11.37082,40.6083
09:53:00,11.3685,40.6089
09:53:05,11.37005,40.6081
09:53:10,11.37005,40.6084
09:53:15,11.36928,40.6091
09:53:20,11.36928,40.6079
09:53:25,11.37623,40.6085
09:53:35,11.3716,40.6077
09:53:40,11.3716,40.6087
09:53:45,11.37237,40.6085
09:53:50,11.37082,40.6079
09:54:10,11.3716,40.608
09:54:25,11.36928,40.6085
09:54:40,11.36928,40.6082
09:54:50,11.37623,40.6079
09:54:55,11.37082,40.6084
09:55:00,11.37082,40.6081
09:55:05,11.3685,40.6086
09:55:10,11.37082,40.6082
09:55:20,11.37082,40.6084
09:55:25,11.37005,40.6081
09:55:30,11.37005,40.6083
09:55:35,11.38319,40.6087
09:55:40,11.3716,40.608
09:55:45,11.3716,40.6085
09:55:55,11.38319,40.6083
09:56:00,11.3716,40.6089
09:56:05,11.3716,40.6085
09:56:10,11.37082,40.6077
09:56:15,11.3685,40.6081
09:56:20,11.71169,40.6075
09:56:25,11.36928,40.6085
09:56:30,11.36928,40.6079
09:56:35,11.36928,40.6086
09:56:40,11.36928,40.608
09:56:45,11.36928,40.6079
09:56:55,11.3685,40.6086
09:57:05,11.37237,40.6077
09:57:20,11.36928,40.608
09:57:25,11.3685,40.6087
09:57:30,11.3685,40.6085
09:57:35,11.5857,40.6072
09:57:40,11.57411,40.6079
09:57:45,11.41256,40.6075
09:57:50,11.37237,40.6084
09:57:55,11.37237,40.608
09:58:00,11.37082,40.6085
09:58:05,11.37082,40.6075
09:58:10,11.37005,40.6081
09:58:15,11.3685,40.6088
09:58:20,11.3716,40.6085
09:58:25,11.3716,40.6083
09:58:30,11.3716,40.6078
09:58:35,11.3716,40.6084
09:58:40,11.37005,40.6079
09:58:45,11.36928,40.6083
09:59:05,11.36928,40.6082
09:59:10,11.37082,40.6076
09:59:20,11.37082,40.6079
09:59:30,11.37701,40.6077
09:59:35,11.37082,40.6081
09:59:55,11.37237,40.6086
10:00:00,11.37701,40.6084
10:00:20,11.3685,40.608
10:00:25,11.37237,40.6078
10:00:30,11.37082,40.6072
10:00:35,11.3685,40.6083
10:00:45,11.37005,40.6076
10:00:50,11.37082,40.608
10:00:55,11.37082,40.6079
10:01:00,11.37082,40.6081
10:01:15,11.37392,40.6088
10:01:20,11.3685,40.6085
10:01:25,11.37392,40.608
10:01:30,11.3685,40.6077
10:01:40,11.37005,40.6079
10:01:45,11.3716,40.6072
10:01:50,11.37237,40.6075
10:01:55,11.3716,40.6077
10:02:00,11.37005,40.6086
10:02:05,11.37005,40.6077
10:02:10,11.37082,40.6084
10:02:15,11.3716,40.6079
10:02:20,11.3716,40.6081
10:02:30,11.37237,40.6077
10:02:35,11.38319,40.6079
10:02:40,11.36928,40.608
10:02:45,11.37082,40.6086
10:02:50,11.37005,40.6078
10:02:55,11.36928,40.608
10:03:05,11.37082,40.6072
10:03:15,11.37005,40.6084
10:03:25,11.37082,40.6072
10:03:30,11.37082,40.6069
10:03:35,11.37237,40.6077
10:03:40,11.37237,40.6081
10:03:50,11.36928,40.6084
10:03:55,11.37237,40.6075
10:04:00,11.3685,40.6078
10:04:05,11.3716,40.6077
10:04:10,11.3716,40.6075
10:04:15,11.36928,40.6079
10:04:20,11.3716,40.6074
10:04:35,11.36928,40.6081
10:04:40,11.36928,40.6078
10:04:45,11.3716,40.6074
10:04:55,11.3685,40.6075
10:05:00,11.37237,40.608
10:05:15,11.37392,40.6075
10:05:20,11.37237,40.6077
10:05:25,11.37392,40.6073
10:05:30,11.36928,40.6072
10:05:35,11.37005,40.6074
10:05:40,11.37237,40.6077
10:05:45,11.36928,40.608
10:05:50,11.36928,40.6078
10:05:55,11.37082,40.6083
10:06:00,11.37082,40.608
10:06:05,11.37082,40.6079
10:06:10,11.37082,40.6075
10:06:20,11.42802,40.608
10:06:30,11.36928,40.6074
10:06:35,11.37005,40.608
10:06:40,11.37005,40.6077
10:06:45,11.3716,40.6079
10:06:50,11.3685,40.6072
10:06:55,11.36928,40.6074
10:07:00,25.66339,40.6078
10:07:05,25.66648,40.6077
10:07:10,25.66571,40.6079
10:07:15,25.66571,40.608
10:07:20,25.66493,40.6083
10:07:25,25.66339,40.6078
10:07:40,25.66648,40.6083
10:07:45,25.66725,40.6078
10:07:50,25.66339,40.6073
10:07:55,25.66571,40.6079
10:08:00,25.66571,40.6077
10:08:10,25.66416,40.6075
10:08:15,25.66571,40.6069
10:08:20,25.66339,40.6072
10:08:25,25.66571,40.6076
10:08:30,25.66416,40.6079
10:08:35,25.66493,40.6074
10:08:40,25.66571,40.6078
10:08:45,25.66493,40.6076
10:08:55,25.66493,40.6071
10:09:00,25.66339,40.6076
10:09:05,25.66725,40.6083
10:09:10,25.66648,40.6075
10:09:15,25.66416,40.6076
10:09:20,25.66571,40.6084
10:09:25,25.66339,40.6077
10:09:40,25.66339,40.6079
10:09:45,25.66339,40.6072
10:09:50,25.66339,40.6074
10:09:55,25.66339,40.6072
10:10:00,25.66339,40.6076
10:10:05,25.66416,40.6073
10:10:10,25.66416,40.6075
10:10:15,25.66416,40.6081
10:10:20,25.66339,40.6069
10:10:25,25.66493,40.6072
10:10:30,25.66339,40.6073
10:10:35,25.66571,40.608
10:10:55,25.66416,40.6085
10:11:00,25.66493,40.608
10:11:05,25.66725,40.6079
10:11:10,25.66339,40.6077
10:11:20,25.66339,40.6079
10:11:25,25.66493,40.6075
10:11:30,25.66571,40.6081
10:11:35,25.66493,40.6079
10:11:40,25.66571,40.6081
10:11:50,25.66416,40.6079
10:11:55,25.66339,40.608
10:12:05,25.66571,40.6077
10:12:10,25.66571,40.6084
10:12:15,25.66571,40.6071
10:12:20,25.66571,40.608
10:12:25,25.66571,40.6079
10:12:35,25.66571,40.6071
10:12:40,25.66648,40.608
10:12:45,25.66493,40.6084
10:12:50,25.66571,40.6079
10:12:55,25.66339,40.608
10:13:00,25.66493,40.6077
10:13:05,25.66493,40.6073
10:13:10,25.66571,40.608
10:13:15,25.66725,40.6079
10:13:20,25.66571,40.608
10:13:25,25.66571,40.6085
10:13:30,25.66571,40.6099
10:13:35,25.66571,40.6146
10:13:40,25.66571,40.6185
10:13:45,25.66571,40.6212
10:13:50,25.66571,40.6238
10:13:55,25.66339,40.6249
10:14:00,25.66261,40.627
10:14:05,25.66571,40.6283
10:14:10,25.66339,40.6296
10:14:15,25.66493,40.6307
10:14:20,25.66416,40.632
10:14:25,25.66648,40.6331
10:14:30,25.66571,40.6341
10:14:35,25.66648,40.6343
10:14:40,25.66571,40.6368
10:14:45,25.66648,40.6363
10:14:50,25.66339,40.6384
10:14:55,25.66416,40.6386
10:15:00,25.66416,40.639
10:15:05,25.66648,40.6402
10:15:15,25.66493,40.6407
