Time,EC,Experiment
00:11:50,187.8,High Seismicity
00:11:52,187.8,High Seismicity
00:11:54,187.8,High Seismicity
00:11:56,187.8,High Seismicity
00:11:58,187.8,High Seismicity
00:12:00,187.8,High Seismicity
00:12:02,187.8,High Seismicity
00:12:04,187.8,High Seismicity
00:12:06,187.8,High Seismicity
00:12:08,187.8,High Seismicity
00:12:10,187.9,High Seismicity
00:12:12,187.9,High Seismicity
00:12:14,187.9,High Seismicity
00:12:16,187.9,High Seismicity
00:12:18,187.9,High Seismicity
00:12:20,187.9,High Seismicity
00:12:22,187.9,High Seismicity
00:12:24,187.8,High Seismicity
00:12:26,187.9,High Seismicity
00:12:28,187.9,High Seismicity
00:12:30,187.9,High Seismicity
00:12:32,187.9,High Seismicity
00:12:34,187.9,High Seismicity
00:12:36,187.9,High Seismicity
00:12:38,187.9,High Seismicity
00:12:40,187.9,High Seismicity
00:12:42,187.9,High Seismicity
00:12:44,187.9,High Seismicity
00:12:46,187.9,High Seismicity
00:12:48,187.9,High Seismicity
00:12:50,187.9,High Seismicity
00:12:52,187.9,High Seismicity
00:12:54,187.9,High Seismicity
00:12:56,187.9,High Seismicity
00:12:58,187.9,High Seismicity
00:13:00,187.9,High Seismicity
00:13:02,187.9,High Seismicity
00:13:04,187.9,High Seismicity
00:13:06,187.9,High Seismicity
00:13:08,187.9,High Seismicity
00:13:10,187.9,High Seismicity
00:13:12,187.9,High Seismicity
00:13:14,187.9,High Seismicity
00:13:16,187.9,High Seismicity
00:13:18,187.9,High Seismicity
00:13:20,188,High Seismicity
00:13:22,188,High Seismicity
00:13:24,188,High Seismicity
00:13:26,188,High Seismicity
00:13:28,187.9,High Seismicity
00:13:30,188,High Seismicity
00:13:32,188,High Seismicity
00:13:34,188,High Seismicity
00:13:36,188,High Seismicity
00:13:38,188,High Seismicity
00:13:40,188,High Seismicity
00:13:42,188,High Seismicity
00:13:44,188,High Seismicity
00:13:46,188,High Seismicity
00:13:48,188,High Seismicity
00:13:50,188,High Seismicity
00:13:52,188,High Seismicity
00:13:54,188,High Seismicity
00:13:56,188,High Seismicity
00:13:58,188,High Seismicity
00:14:00,188,High Seismicity
00:14:02,188,High Seismicity
00:14:04,188,High Seismicity
00:14:06,188,High Seismicity
00:14:08,188,High Seismicity
00:14:10,188,High Seismicity
00:14:12,188,High Seismicity
00:14:14,188,High Seismicity
00:14:16,188,High Seismicity
