Time,ORP,Experiment
00:25:33,206,Low Seismicity
00:25:35,203,Low Seismicity
00:25:37,202,Low Seismicity
00:25:39,203,Low Seismicity
00:25:41,203,Low Seismicity
00:25:43,205,Low Seismicity
00:25:45,205,Low Seismicity
00:25:47,204,Low Seismicity
00:25:49,204,Low Seismicity
00:25:51,205,Low Seismicity
00:25:53,202,Low Seismicity
00:25:55,199.1,Low Seismicity
00:25:57,202,Low Seismicity
00:25:59,204,Low Seismicity
00:26:01,205,Low Seismicity
00:26:03,204,Low Seismicity
00:26:05,203,Low Seismicity
00:26:07,201,Low Seismicity
00:26:09,199.9,Low Seismicity
00:26:11,198.9,Low Seismicity
00:26:13,198.3,Low Seismicity
00:26:15,199.6,Low Seismicity
00:26:17,200,Low Seismicity
00:26:19,199.3,Low Seismicity
00:26:21,198.8,Low Seismicity
00:26:23,199.8,Low Seismicity
00:26:25,201,Low Seismicity
00:26:27,205,Low Seismicity
00:26:29,204,Low Seismicity
00:26:31,201,Low Seismicity
00:26:33,202,Low Seismicity
00:26:35,201,Low Seismicity
00:26:37,203,Low Seismicity
00:26:39,202,Low Seismicity
00:26:41,201,Low Seismicity
00:26:43,199.3,Low Seismicity
00:26:45,198.9,Low Seismicity
00:26:47,197.7,Low Seismicity
00:26:49,198,Low Seismicity
00:26:51,200,Low Seismicity
00:26:53,196.6,Low Seismicity
00:26:55,197,Low Seismicity
00:26:57,196.4,Low Seismicity
00:26:59,197.6,Low Seismicity
00:27:01,199.2,Low Seismicity
00:27:03,201,Low Seismicity
00:27:05,204,Low Seismicity
00:27:07,202,Low Seismicity
00:27:09,204,Low Seismicity
