Time,ORP,Experiment
14:12:52,94.6,High Seismicity
14:12:54,94.5,High Seismicity
14:12:56,94.3,High Seismicity
14:12:58,93.2,High Seismicity
14:13:00,93.1,High Seismicity
14:13:02,92.1,High Seismicity
14:13:04,92.5,High Seismicity
14:13:06,94,High Seismicity
14:13:08,93.4,High Seismicity
14:13:10,93.3,High Seismicity
14:13:12,93.5,High Seismicity
14:13:14,93.4,High Seismicity
14:13:16,93.9,High Seismicity
14:13:18,93.8,High Seismicity
14:13:20,94.2,High Seismicity
14:13:22,95,High Seismicity
14:13:24,94.9,High Seismicity
14:13:26,94.6,High Seismicity
14:13:28,95.4,High Seismicity
14:13:30,94.4,High Seismicity
14:13:32,95,High Seismicity
14:13:34,94.6,High Seismicity
14:13:36,95.1,High Seismicity
14:13:38,95.6,High Seismicity
14:13:40,95.3,High Seismicity
14:13:42,95.8,High Seismicity
14:13:44,94.8,High Seismicity
14:13:46,94.2,High Seismicity
14:13:48,92.9,High Seismicity
14:13:50,92.4,High Seismicity
14:13:52,91.4,High Seismicity
14:13:54,91.4,High Seismicity
14:13:56,92.4,High Seismicity
14:13:58,91.9,High Seismicity
14:14:00,91.9,High Seismicity
14:14:02,91.1,High Seismicity
14:14:04,90.8,High Seismicity
14:14:06,89.5,High Seismicity
14:14:08,87.9,High Seismicity
14:14:10,87.4,High Seismicity
14:14:12,87.1,High Seismicity
14:14:14,87.3,High Seismicity
14:14:16,87.6,High Seismicity
14:14:18,87.4,High Seismicity
14:14:20,89.4,High Seismicity
14:14:22,88.5,High Seismicity
14:14:24,89.7,High Seismicity
14:14:26,90,High Seismicity
14:14:28,90.1,High Seismicity
14:14:30,90.4,High Seismicity
14:14:32,89.6,High Seismicity
14:14:34,89.7,High Seismicity
14:14:36,88.8,High Seismicity
14:14:38,89.5,High Seismicity
14:14:40,89.8,High Seismicity
14:14:42,91,High Seismicity
14:14:44,91,High Seismicity
14:14:46,90.5,High Seismicity
14:14:48,91.7,High Seismicity
14:14:50,91.1,High Seismicity
14:14:52,90.2,High Seismicity
14:14:54,88.9,High Seismicity
14:14:56,88.6,High Seismicity
14:14:58,88.2,High Seismicity
14:15:00,89.9,High Seismicity
14:15:02,90.1,High Seismicity
14:15:04,89.8,High Seismicity
14:15:06,88.9,High Seismicity
14:15:08,88.6,High Seismicity
14:15:10,88.4,High Seismicity
14:15:12,89,High Seismicity
14:15:14,89.6,High Seismicity
14:15:16,90.5,High Seismicity
14:15:18,90.3,High Seismicity
14:15:20,89.3,High Seismicity
14:15:22,88.9,High Seismicity
14:15:24,89.9,High Seismicity
14:15:26,90.7,High Seismicity
14:15:28,91.3,High Seismicity
14:15:30,90.2,High Seismicity
14:15:32,89.8,High Seismicity
14:15:34,89.6,High Seismicity
14:15:36,90.3,High Seismicity
14:15:38,90.1,High Seismicity
14:15:40,90,High Seismicity
14:15:42,89.1,High Seismicity
14:15:44,89.3,High Seismicity
14:15:46,89.6,High Seismicity
14:15:48,90.4,High Seismicity
14:15:50,90.7,High Seismicity
14:15:52,91.4,High Seismicity
14:15:54,90.7,High Seismicity
14:15:56,90.8,High Seismicity
14:15:58,90.1,High Seismicity
14:16:00,90.1,High Seismicity
14:16:02,89.8,High Seismicity
14:16:04,89.4,High Seismicity
14:16:06,88.7,High Seismicity
14:16:08,88.2,High Seismicity
14:16:10,88.3,High Seismicity
14:16:12,88.4,High Seismicity
14:16:14,88.4,High Seismicity
14:16:16,87.8,High Seismicity
14:16:18,87,High Seismicity
14:16:20,86.8,High Seismicity
14:16:22,86.7,High Seismicity
14:16:24,86.7,High Seismicity
14:16:26,87.6,High Seismicity
14:16:28,89.2,High Seismicity
14:16:30,90.3,High Seismicity
14:16:32,90,High Seismicity
14:16:34,90.2,High Seismicity
14:16:36,90,High Seismicity
14:16:38,90.3,High Seismicity
14:16:40,90.5,High Seismicity
14:16:42,90.4,High Seismicity
14:16:44,90.7,High Seismicity
14:16:46,90.2,High Seismicity
14:16:48,90.3,High Seismicity
14:16:50,90.1,High Seismicity
14:16:52,89.4,High Seismicity
14:16:54,89.9,High Seismicity
14:16:56,89.5,High Seismicity
14:16:58,90.1,High Seismicity
14:17:00,89.6,High Seismicity
14:17:02,89.4,High Seismicity
14:17:04,89.6,High Seismicity
14:17:06,90.3,High Seismicity
14:17:08,90.3,High Seismicity
14:17:10,89.9,High Seismicity
14:17:12,89.2,High Seismicity
14:17:14,87.9,High Seismicity
14:17:16,87.4,High Seismicity
14:17:18,88.2,High Seismicity
14:17:20,87.9,High Seismicity
14:17:22,87.6,High Seismicity
14:17:24,89.8,High Seismicity
14:17:26,91.5,High Seismicity
14:17:28,90.5,High Seismicity
14:17:30,90,High Seismicity
14:17:32,90.7,High Seismicity
14:17:34,90.8,High Seismicity
14:17:36,91.8,High Seismicity
14:17:38,91.2,High Seismicity
14:17:40,90.6,High Seismicity
14:17:42,91.3,High Seismicity
