Time,EC,Experiment
14:23:26,70.5,High Seismicity
14:23:28,70.5,High Seismicity
14:23:30,70.5,High Seismicity
14:23:32,70.5,High Seismicity
14:23:34,70.5,High Seismicity
14:23:36,70.4,High Seismicity
14:23:38,70.4,High Seismicity
14:23:40,70.5,High Seismicity
14:23:42,70.5,High Seismicity
14:23:44,70.5,High Seismicity
14:23:46,70.5,High Seismicity
14:23:48,70.5,High Seismicity
14:23:50,70.5,High Seismicity
14:23:52,70.5,High Seismicity
14:23:54,70.5,High Seismicity
14:23:56,70.5,High Seismicity
14:23:58,70.5,High Seismicity
14:24:00,70.5,High Seismicity
14:24:02,70.5,High Seismicity
14:24:04,70.4,High Seismicity
14:24:06,70.4,High Seismicity
14:24:08,70.4,High Seismicity
14:24:10,70.4,High Seismicity
14:24:12,70.4,High Seismicity
14:24:14,70.4,High Seismicity
14:24:16,70.4,High Seismicity
14:24:18,70.4,High Seismicity
14:24:20,70.4,High Seismicity
14:24:22,70.4,High Seismicity
14:24:24,70.4,High Seismicity
14:24:26,70.4,High Seismicity
14:24:28,70.4,High Seismicity
14:24:30,70.4,High Seismicity
14:24:32,70.4,High Seismicity
14:24:34,70.4,High Seismicity
14:24:36,70.4,High Seismicity
14:24:38,70.4,High Seismicity
14:24:40,70.4,High Seismicity
14:24:42,70.4,High Seismicity
14:24:44,70.4,High Seismicity
14:24:46,70.4,High Seismicity
14:24:48,70.4,High Seismicity
14:24:50,70.4,High Seismicity
14:24:52,70.4,High Seismicity
14:24:54,70.4,High Seismicity
14:24:56,70.4,High Seismicity
14:24:58,70.4,High Seismicity
14:25:00,70.4,High Seismicity
14:25:02,70.4,High Seismicity
14:25:04,70.4,High Seismicity
14:25:06,70.4,High Seismicity
14:25:08,70.4,High Seismicity
14:25:10,70.4,High Seismicity
14:25:12,70.4,High Seismicity
14:25:14,70.4,High Seismicity
14:25:16,70.4,High Seismicity
14:25:18,70.4,High Seismicity
14:25:20,70.4,High Seismicity
14:25:22,70.4,High Seismicity
14:25:24,70.4,High Seismicity
14:25:26,70.4,High Seismicity
14:25:28,70.4,High Seismicity
14:25:30,70.4,High Seismicity
14:25:32,70.4,High Seismicity
14:25:34,70.4,High Seismicity
14:25:36,70.4,High Seismicity
14:25:38,70.4,High Seismicity
14:25:40,70.4,High Seismicity
14:25:42,70.4,High Seismicity
14:25:44,70.4,High Seismicity
14:25:46,70.4,High Seismicity
14:25:48,70.4,High Seismicity
14:25:50,70.4,High Seismicity
14:25:52,70.4,High Seismicity
14:25:54,70.4,High Seismicity
14:25:56,70.4,High Seismicity
14:25:58,70.4,High Seismicity
14:26:00,70.4,High Seismicity
14:26:02,70.4,High Seismicity
14:26:04,70.4,High Seismicity
14:26:06,70.4,High Seismicity
14:26:08,70.4,High Seismicity
14:26:10,70.4,High Seismicity
14:26:12,70.4,High Seismicity
14:26:14,70.4,High Seismicity
14:26:16,70.4,High Seismicity
14:26:18,70.4,High Seismicity
14:26:20,70.4,High Seismicity
14:26:22,70.4,High Seismicity
14:26:24,70.3,High Seismicity
14:26:26,70.3,High Seismicity
14:26:28,70.4,High Seismicity
14:26:30,70.4,High Seismicity
14:26:32,70.4,High Seismicity
14:26:34,70.4,High Seismicity
14:26:36,70.3,High Seismicity
14:26:38,70.4,High Seismicity
14:26:40,70.4,High Seismicity
14:26:42,70.4,High Seismicity
14:26:44,70.4,High Seismicity
14:26:46,70.4,High Seismicity
14:26:48,70.4,High Seismicity
14:26:50,70.3,High Seismicity
14:26:52,70.3,High Seismicity
14:26:54,70.3,High Seismicity
14:26:56,70.4,High Seismicity
14:26:58,70.3,High Seismicity
14:27:00,70.3,High Seismicity
14:27:02,70.3,High Seismicity
14:27:04,70,High Seismicity
14:27:06,70.3,High Seismicity
14:27:08,70.4,High Seismicity
14:27:10,70.3,High Seismicity
14:27:12,70.3,High Seismicity
14:27:14,70.3,High Seismicity
14:27:16,70.3,High Seismicity
14:27:18,70.3,High Seismicity
14:27:20,70.3,High Seismicity
14:27:22,70.3,High Seismicity
14:27:24,70.3,High Seismicity
14:27:26,70.3,High Seismicity
