x,y,z,id,isotime,latitude,longitude,depth,event_type,evaluation_mode,method_id,author,rms,num_phase,magnitude,mag_type
-96.34366788,-45.98909003,-97.127581,180,2023-08-03T10:28:37.076137Z,46.51056112,8.47611358,-1.388252419,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,9.33E-05,8,-4.410347342,MwA
-95.11405448,-49.0487308,-111.499794,182,2023-08-03T10:28:50.112999Z,46.51053345,8.47612907,-1.373880206,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,5.10E-05,8,-4.694072331,MwA
-91.92620966,-45.77391459,-97.655431,183,2023-08-03T10:28:51.923056Z,46.51056253,8.476171168,-1.387724569,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,0.000139296,8,-4.453124357,MwA
-94.49870602,-49.52548605,-103.868817,185,2023-08-03T10:29:02.942512Z,46.51052909,8.476137006,-1.381511183,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,9.26E-05,9,-4.534464268,MwA
-96.06141892,-45.92530447,-98.003188,186,2023-08-03T10:29:13.597900Z,46.51056166,8.476117268,-1.387376812,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,9.78E-05,8,-4.4558042,MwA
-93.21355039,-50.60959155,-82.758769,189,2023-08-03T10:29:50.668233Z,46.51051919,8.476153566,-1.402621231,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,9.91E-05,19,-3.948914032,MwA
-97.44717361,-46.50841741,-97.007156,191,2023-08-03T10:30:11.531932Z,46.51055658,8.476099114,-1.388372844,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,5.38E-05,9,-4.375772817,MwA
-87.21587884,-47.14007229,-104.892105,192,2023-08-03T10:30:15.294083Z,46.51054968,8.476232298,-1.380487895,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,3.43E-05,8,-4.490192181,MwA
-96.53556316,-46.15727785,-97.135927,194,2023-08-03T10:30:22.192052Z,46.51055963,8.476111051,-1.388244073,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,6.20E-05,15,-4.079569723,MwA
-93.06951314,-46.30696409,-104.167117,196,2023-08-03T10:30:26.429197Z,46.51055787,8.47615618,-1.381212883,,automatic,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,scanloc@bedretto-dev2,0.000252204,11,-4.532694601,MwA
